App,Category,Rating,Reviews,Size,Installs,Type,Price,Content_Rating,Genres,Last Updated,Current Ver,Android Ver,id
Oxford Dictionary of English : Free,BOOKS_AND_REFERENCE,2.8,363934,7.1M,"10,000,000+",Free,0,Everyone,Books & Reference,11-Jul-18,9.1.363,4.1 and up,372
Guardian Hunter: SuperBrawlRPG,FAMILY,4,364013,27M,"1,000,000+",Free,0,Ten_Plus,Role Playing,06-Aug-18,14.4.4.00,4.1 and up,373
Oxford Dictionary of English : Free,BOOKS_AND_REFERENCE,2.1,364452,7.1M,"10,000,000+",Free,0,Everyone,Books & Reference,11-Jul-18,9.1.363,4.1 and up,374
Jabong Online Shopping App,SHOPPING,2.4,367290,11M,"10,000,000+",Free,0,Everyone,Shopping,20-Jul-18,4.9.3,4.0.3 and up,375
Mirror,LIFESTYLE,2.5,367505,Varies with device,"10,000,000+",Free,0,Everyone,Lifestyle,25-Jul-18,Varies with device,Varies with device,376
Empire Z: Endless War,FAMILY,4.2,367951,76M,"5,000,000+",Free,0,Teen,Strategy,16-Jul-18,2.2.8,4.0.3 and up,377
Hello Kitty Nail Salon,GAME,4.2,369203,24M,"50,000,000+",Free,0,Everyone,Casual;Pretend Play,17-Apr-18,1.5,4.1 and up,378
Hello Kitty Nail Salon,FAMILY,4.2,369378,24M,"50,000,000+",Free,0,Everyone,Casual;Pretend Play,17-Apr-18,1.5,4.1 and up,379
Nyan Cat: Lost In Space,GAME,3.5,371318,90M,"10,000,000+",Free,0,Ten_Plus,Arcade,08-Jun-18,10.1.6,4.1 and up,380
"Dr. Safety - Antivirus, Booster, Cleaner, AppLock",TOOLS,3.1,372553,21M,"10,000,000+",Free,0,Everyone,Tools,06-Aug-18,3.0.1114,4.1 and up,381
Mirror Photo:Editor Collage (HD),PHOTOGRAPHY,2.9,373606,Varies with device,"10,000,000+",Free,0,Everyone,Photography,27-Mar-18,Varies with device,Varies with device,382
Checkers,GAME,3.5,375996,3.3M,"10,000,000+",Free,0,Everyone,Board,06-Aug-18,1.48.0,4.1 and up,383
Castle Clash: RPG War and Strategy FR,FAMILY,4.7,376223,24M,"1,000,000+",Free,0,Everyone,Strategy,18-Jul-18,1.4.2,4.1 and up,384
Plants vs. Zombies™ Heroes,FAMILY,3.8,379245,68M,"10,000,000+",Free,0,Everyone,Casual;Action & Adventure,26-Jun-18,1.28.01,4.1 and up,385
Plants vs. Zombies™ Heroes,FAMILY,3.1,379415,68M,"10,000,000+",Free,0,Everyone,Casual;Action & Adventure,26-Jun-18,1.28.01,4.1 and up,386
MyASUS - Service Center,BUSINESS,3.6,380837,7.3M,"10,000,000+",Free,0,Everyone,Business,04-Jul-18,3.4.5,4.2 and up,387
AfreecaTV,VIDEO_PLAYERS,3.3,381023,53M,"10,000,000+",Free,0,Everyone,Video Players & Editors,26-Jul-18,2.7.8,4.0 and up,388
İşCep,FINANCE,3.3,381788,32M,"10,000,000+",Free,0,Everyone,Finance,02-Aug-18,3.22.0,4.1 and up,389
Big Fish Casino – Play Slots & Vegas Games,GAME,3.3,382100,Varies with device,"10,000,000+",Free,0,Teen,Casino,11-Jul-18,Varies with device,Varies with device,390
textPlus: Free Text & Calls,SOCIAL,2.1,382120,28M,"10,000,000+",Free,0,Everyone,Social,26-Jul-18,7.3.1,4.1 and up,391
textPlus: Free Text & Calls,SOCIAL,2.6,382121,28M,"10,000,000+",Free,0,Everyone,Social,26-Jul-18,7.3.1,4.1 and up,392
English Hindi Dictionary,BOOKS_AND_REFERENCE,3,384368,Varies with device,"10,000,000+",Free,0,Everyone,Books & Reference,04-Aug-18,Varies with device,Varies with device,393
Angry Birds Evolution,FAMILY,4,384602,88M,"10,000,000+",Free,0,Everyone,Role Playing,30-Jul-18,1.21.1,5.0 and up,394
cPro Marketplace: Buy. Sell. Rent. Date. Jobs.,SHOPPING,3.1,385764,8.4M,"10,000,000+",Free,0,Mature,Shopping,05-Aug-18,3.82,4.1 and up,395
"Zapya - File Transfer, Sharing",TOOLS,4.6,387958,9.0M,"10,000,000+",Free,0,Teen,Tools,16-Jul-18,5.6.2 (US),4.0.3 and up,396
Crackle - Free TV & Movies,ENTERTAINMENT,3.7,388089,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,12-Apr-18,Varies with device,Varies with device,397
Crackle - Free TV & Movies,ENTERTAINMENT,3.7,388089,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,12-Apr-18,Varies with device,Varies with device,398
Crackle - Free TV & Movies,ENTERTAINMENT,3.7,388089,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,12-Apr-18,Varies with device,Varies with device,399
Ingress,GAME,4.3,391325,43M,"10,000,000+",Free,0,Everyone,Adventure,20-Jun-18,1.131.2,4.0 and up,400
Equestria Girls,FAMILY,4.3,392596,53M,"10,000,000+",Free,0,Everyone,Role Playing;Action & Adventure,22-Jul-16,37893,4.0 and up,401
Equestria Girls,FAMILY,4.3,392596,53M,"10,000,000+",Free,0,Everyone,Role Playing;Action & Adventure,22-Jul-16,37893,4.0 and up,402
Equestria Girls,FAMILY,4.3,392819,53M,"10,000,000+",Free,0,Everyone,Role Playing;Action & Adventure,22-Jul-16,37893,4.0 and up,403
Bubbu – My Virtual Pet,FAMILY,4.7,394842,75M,"10,000,000+",Free,0,Everyone,Casual;Pretend Play,04-Aug-18,1.5,4.1 and up,404
Texas HoldEm Poker Deluxe,GAME,3.8,396090,26M,"10,000,000+",Free,0,Teen,Casino,30-May-18,1.7.0,4.0.3 and up,405
V LIVE - Star Live App,FAMILY,3.8,397147,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,02-Aug-18,Varies with device,Varies with device,406
"Yelp: Food, Shopping, Services Nearby",TRAVEL_AND_LOCAL,4.3,397422,Varies with device,"10,000,000+",Free,0,Teen,Travel & Local,03-Aug-18,Varies with device,Varies with device,407
iHoroscope - 2018 Daily Horoscope & Astrology,LIFESTYLE,3.9,398307,19M,"10,000,000+",Free,0,Everyone,Lifestyle,25-Jul-18,Varies with device,Varies with device,408
Empires and Allies,FAMILY,4.3,398746,Varies with device,"10,000,000+",Free,0,Ten_Plus,Strategy,06-Aug-18,Varies with device,4.1 and up,409
7 Minute Workout,HEALTH_AND_FITNESS,3.8,399009,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,08-Jun-18,Varies with device,Varies with device,410
Pedometer,HEALTH_AND_FITNESS,3,400592,2.9M,"10,000,000+",Free,0,Everyone,Health & Fitness,04-Jul-18,5.23,4.0 and up,411
Coloring Book for Me & Mandala,FAMILY,4.6,401211,Varies with device,"10,000,000+",Free,0,Everyone,Entertainment,18-Jul-18,Varies with device,Varies with device,412
Dude Perfect 2,GAME,3.8,401425,70M,"10,000,000+",Free,0,Everyone,Action,12-Apr-17,1.6.1,4.0.3 and up,413
Opera Mini browser beta,COMMUNICATION,3.1,401530,Varies with device,"10,000,000+",Free,0,Everyone,Communication,03-Aug-18,Varies with device,Varies with device,414
Grand Gangsters 3D,GAME,4.2,401643,Varies with device,"10,000,000+",Free,0,Teen,Action,18-Jul-18,Varies with device,Varies with device,415
Dude Perfect 2,GAME,3.3,401648,70M,"10,000,000+",Free,0,Everyone,Action,12-Apr-17,1.6.1,4.0.3 and up,416
Selfie Camera - Photo Editor & Filter & Sticker,PHOTOGRAPHY,4.2,401820,Varies with device,"50,000,000+",Free,0,Everyone,Photography,27-Apr-18,Varies with device,Varies with device,417
Solitaire!,GAME,4.7,403911,23M,"10,000,000+",Free,0,Everyone,Card,24-Jun-18,2.277.0,4.1 and up,418
Wunderlist: To-Do List & Tasks,PRODUCTIVITY,4.6,404610,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,06-Apr-18,Varies with device,Varies with device,419
Wunderlist: To-Do List & Tasks,PRODUCTIVITY,4.6,404610,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,06-Apr-18,Varies with device,Varies with device,420
Wunderlist: To-Do List & Tasks,PRODUCTIVITY,4.6,404617,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,06-Apr-18,Varies with device,Varies with device,421
"The Voice, sing and connect",FAMILY,2.6,405824,Varies with device,"10,000,000+",Free,0,Everyone,Entertainment,04-Aug-18,7.1.1,4.2 and up,422
THE KING OF FIGHTERS-A 2012(F),GAME,3.7,406511,21M,"5,000,000+",Free,0,Teen,Action,21-Oct-16,1.0.5,4.0.3 and up,423
Daily Horoscope,LIFESTYLE,4.7,407589,Varies with device,"10,000,000+",Free,0,Everyone,Lifestyle,20-Jul-18,Varies with device,Varies with device,424
Fire Emblem Heroes,FAMILY,4.6,407694,Varies with device,"5,000,000+",Free,0,Teen,Simulation,19-Jul-18,2.7.1,4.2 and up,425
Viki: Asian TV Dramas & Movies,ENTERTAINMENT,4.3,407698,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,27-Jul-18,Varies with device,Varies with device,426
Viki: Asian TV Dramas & Movies,ENTERTAINMENT,4.3,407719,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,27-Jul-18,Varies with device,Varies with device,427
Viki: Asian TV Dramas & Movies,ENTERTAINMENT,4.3,407719,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,27-Jul-18,Varies with device,Varies with device,428
SAMURAI vs ZOMBIES DEFENSE,GAME,3.8,407788,19M,"5,000,000+",Free,0,Everyone,Action,18-Jul-13,3.4.0,2.1 and up,429
Hitman Sniper,GAME,4.6,408292,29M,"10,000,000+",Paid,$0.99 ,Mature,Action,12-Jul-18,1.7.110758,4.1 and up,430
Internet Speed Meter Lite,TOOLS,3.1,410303,Varies with device,"10,000,000+",Free,0,Everyone,Tools,05-Sep-16,Varies with device,Varies with device,431
FotMob - Live Soccer Scores,SPORTS,4.7,410384,Varies with device,"10,000,000+",Free,0,Everyone,Sports,31-Jul-18,Varies with device,Varies with device,432
FotMob - Live Soccer Scores,SPORTS,4.7,410395,Varies with device,"10,000,000+",Free,0,Everyone,Sports,31-Jul-18,Varies with device,Varies with device,433
Amazon Prime Video,ENTERTAINMENT,4.2,411683,24M,"50,000,000+",Free,0,Teen,Entertainment,02-Aug-18,3.0.231.18141,4.1 and up,434
"Free phone calls, free texting SMS on free number",SOCIAL,3.7,412725,35M,"10,000,000+",Free,0,Unrated,Social,31-Jul-18,3.8.1,4.1 and up,435
Sandbox - Color by Number Coloring Pages,FAMILY,4.7,412744,10M,"10,000,000+",Free,0,Everyone,Entertainment;Creativity,19-Jul-18,0.2.7,4.4 and up,436
"Free phone calls, free texting SMS on free number",SOCIAL,3.1,412888,35M,"10,000,000+",Free,0,Everyone,Social,31-Jul-18,3.8.1,4.1 and up,437
Real City Car Driver,GAME,3.7,413609,22M,"10,000,000+",Free,0,Mature,Racing,01-Aug-18,2.8,4.1 and up,438
Podcast Addict,NEWS_AND_MAGAZINES,4.6,413999,10M,"5,000,000+",Free,0,Teen,News & Magazines,03-Aug-18,3.53.2,4.1 and up,439
Idle Heroes,GAME,4.7,416540,99M,"10,000,000+",Free,0,Ten_Plus,Role Playing,30-May-18,1.14.0,2.3 and up,440
Idle Heroes,FAMILY,4.7,417197,99M,"10,000,000+",Free,0,Ten_Plus,Role Playing,30-May-18,1.14.0,2.3 and up,441
Zillow: Find Houses for Sale & Apartments for Rent,HOUSE_AND_HOME,3.3,417907,34M,"10,000,000+",Free,0,Everyone,House & Home,01-Aug-18,9.8.1.7425,4.4 and up,442
Zillow: Find Houses for Sale & Apartments for Rent,HOUSE_AND_HOME,3.1,417907,34M,"10,000,000+",Free,0,Everyone,House & Home,01-Aug-18,9.8.1.7425,4.4 and up,443
Escaping the Prison,FAMILY,4.2,419375,31M,"10,000,000+",Free,0,Ten_Plus,Casual,21-Jun-16,1.2.2,2.3 and up,444
Download Manager for Android,TOOLS,2,420518,Varies with device,"10,000,000+",Free,0,Everyone,Tools,04-Jul-18,Varies with device,Varies with device,445
Beauty Makeup Snappy Collage Photo Editor - Lidow,PHOTOGRAPHY,3.8,420973,Varies with device,"10,000,000+",Free,0,Everyone,Photography,02-Aug-18,Varies with device,Varies with device,446
NinJump,GAME,4.3,421000,36M,"10,000,000+",Free,0,Everyone,Arcade,13-Jun-18,3.1.1,4.1 and up,447
Foursquare Swarm: Check In,TRAVEL_AND_LOCAL,3.9,421800,Varies with device,"10,000,000+",Free,0,Teen,Travel & Local,27-Jul-18,Varies with device,Varies with device,448
Snake VS Block,GAME,4.2,422244,32M,"50,000,000+",Free,0,Teen,Arcade,23-Apr-18,1.24,4.1 and up,449
"SayHi Chat, Meet New People",SOCIAL,4.2,423105,Varies with device,"10,000,000+",Free,0,Mature,Social,09-Jul-18,Varies with device,Varies with device,450
"SayHi Chat, Meet New People",SOCIAL,4.2,423138,Varies with device,"10,000,000+",Free,0,Mature,Social,09-Jul-18,Varies with device,Varies with device,451
"SayHi Chat, Meet New People",SOCIAL,4.2,423138,Varies with device,"10,000,000+",Free,0,Mature,Social,09-Jul-18,Varies with device,Varies with device,452
NQ Mobile Security & Antivirus,PRODUCTIVITY,3,427185,Varies with device,"10,000,000+",Free,0,Teen,Productivity,08-Jun-18,Varies with device,Varies with device,453
Home Workout - No Equipment,HEALTH_AND_FITNESS,4.8,428156,15M,"10,000,000+",Free,0,Everyone,Health & Fitness,28-Jun-18,Varies with device,Varies with device,454
The Maze Runner,GAME,4,428268,22M,"10,000,000+",Free,0,Everyone,Action,14-Sep-15,1.8.1,2.3 and up,455
Keypad Lock Screen,TOOLS,4.2,428581,4.7M,"10,000,000+",Free,0,Everyone,Tools,17-Jul-18,1.33,4.0 and up,456
High-Powered Flashlight,TOOLS,3.7,429580,Varies with device,"10,000,000+",Free,0,Everyone,Tools,16-Mar-18,Varies with device,Varies with device,457
HD Video Downloader : 2018 Best video mate,VIDEO_PLAYERS,3.7,430643,4.9M,"50,000,000+",Free,0,Everyone,Video Players & Editors,31-May-18,2.5.0,4.1 and up,458
Home Workout - No Equipment,HEALTH_AND_FITNESS,4.8,432160,15M,"10,000,000+",Free,0,Everyone,Health & Fitness,28-Jun-18,Varies with device,Varies with device,459
YouTube Studio,VIDEO_PLAYERS,4.3,436170,Varies with device,"10,000,000+",Free,0,Teen,Video Players & Editors,28-Jun-18,Varies with device,Varies with device,460
DU Antivirus Security - Applock & Privacy Guard,TOOLS,4.6,436615,10M,"10,000,000+",Free,0,Everyone,Tools,05-Jun-18,3.3.1,4.0.3 and up,461
YouTube Studio,VIDEO_PLAYERS,4.3,436921,Varies with device,"10,000,000+",Free,0,Teen,Video Players & Editors,28-Jun-18,Varies with device,Varies with device,462
ZenUI Dialer & Contacts,COMMUNICATION,3.3,437674,Varies with device,"10,000,000+",Free,0,Everyone,Communication,01-Aug-18,Varies with device,Varies with device,463
Arena of Valor: 5v5 Arena Game,GAME,3.2,438911,99M,"10,000,000+",Free,0,Teen,Action,28-Jun-18,1.23.1.2,4.0.3 and up,464
TextNow - free text + calls,SOCIAL,4,441189,Varies with device,"10,000,000+",Free,0,Everyone,Social,03-Aug-18,Varies with device,Varies with device,465
TextNow - free text + calls,SOCIAL,3,441189,Varies with device,"10,000,000+",Free,0,Everyone,Social,03-Aug-18,Varies with device,Varies with device,466
Walmart,SHOPPING,3.7,441473,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,30-Jul-18,Varies with device,Varies with device,467
Walmart,SHOPPING,3,441473,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,30-Jul-18,Varies with device,Varies with device,468
Al Quran Indonesia,BOOKS_AND_REFERENCE,4.8,445756,16M,"10,000,000+",Free,0,Everyone,Books & Reference,15-May-18,2.6.22,4.0 and up,469
Solitaire TriPeaks,GAME,3.5,446434,52M,"10,000,000+",Free,0,Everyone,Card,01-Aug-18,4.6.2.46103,4.0.3 and up,470
Maleficent Free Fall,FAMILY,3.9,450013,37M,"10,000,000+",Free,0,Everyone,Puzzle,11-Jul-18,5.9.0,4.2 and up,471
Rope Hero: Vice Town,GAME,3.8,452589,99M,"10,000,000+",Free,0,Mature,Action,01-Jul-18,2.2,4.0 and up,472
Dictionary - Merriam-Webster,BOOKS_AND_REFERENCE,3.9,454060,Varies with device,"10,000,000+",Free,0,Everyone,Books & Reference,18-May-18,Varies with device,Varies with device,473
Dictionary - Merriam-Webster,BOOKS_AND_REFERENCE,3.6,454412,Varies with device,"10,000,000+",Free,0,Everyone,Books & Reference,18-May-18,Varies with device,Varies with device,474
Starbucks,FOOD_AND_DRINK,3.1,455377,35M,"10,000,000+",Free,0,Everyone,Food & Drink,01-Aug-18,4.11.1,4.4 and up,475
Starbucks,FOOD_AND_DRINK,3.4,455496,35M,"10,000,000+",Free,0,Everyone,Food & Drink,01-Aug-18,4.11.1,4.4 and up,476
Darkness Rises,FAMILY,4.7,456474,86M,"5,000,000+",Free,0,Teen,Role Playing,24-Jul-18,1.2.0,4.4 and up,477
"LiveMe - Video chat, new friends, and make money",SOCIAL,3.5,456866,Varies with device,"10,000,000+",Free,0,Teen,Social,03-Aug-18,Varies with device,Varies with device,478
"LiveMe - Video chat, new friends, and make money",SOCIAL,3,457197,Varies with device,"10,000,000+",Free,0,Teen,Social,03-Aug-18,Varies with device,Varies with device,479
Calls Blacklist - Call Blocker,COMMUNICATION,3.8,457283,Varies with device,"10,000,000+",Free,0,Everyone,Communication,24-May-18,Varies with device,Varies with device,480
NFL,SPORTS,3,459795,Varies with device,"50,000,000+",Free,0,Everyone,Sports,02-Aug-18,Varies with device,Varies with device,481
NFL,SPORTS,2,459795,Varies with device,"50,000,000+",Free,0,Everyone,Sports,02-Aug-18,Varies with device,Varies with device,482
NFL,SPORTS,2.9,459797,Varies with device,"50,000,000+",Free,0,Everyone,Sports,02-Aug-18,Varies with device,Varies with device,483
Goibibo - Flight Hotel Bus Car IRCTC Booking App,TRAVEL_AND_LOCAL,4.3,459851,Varies with device,"10,000,000+",Free,0,Everyone,Travel & Local,01-Aug-18,3.9.7,4.3 and up,484
Knife Hit,GAME,3.2,461137,60M,"10,000,000+",Free,0,Everyone,Arcade,22-May-18,1.7.2,4.0.3 and up,485
HD Camera Ultra,PHOTOGRAPHY,4.3,462152,1.5M,"10,000,000+",Free,0,Everyone,Photography,17-Oct-15,2.3.1,Varies with device,486
Knife Hit,GAME,3.3,462614,60M,"10,000,000+",Free,0,Everyone,Arcade,22-May-18,1.7.2,4.0.3 and up,487
"Meitu – Beauty Cam, Easy Photo Editor",PHOTOGRAPHY,3.2,462702,45M,"10,000,000+",Free,0,Everyone,Photography,01-Aug-18,8.1.0.6,4.3 and up,488
Stupid Zombies,GAME,3.9,464900,33M,"10,000,000+",Free,0,Teen,Arcade,27-Jun-18,2.0.5,4.2 and up,489
DU Cleaner – Memory cleaner & clean phone cache,TOOLS,3.6,465831,8.9M,"10,000,000+",Free,0,Everyone,Tools,23-Jul-18,1.5.9.9,4.0 and up,490
Deck Heroes: Legacy,GAME,4.7,466495,52M,"10,000,000+",Free,0,Teen,Card,16-Jul-18,11.7.5,2.3.3 and up,491
YouTube Kids,FAMILY,3.5,469851,Varies with device,"50,000,000+",Free,0,Everyone,Entertainment;Music & Video,03-Aug-18,3.43.3,4.1 and up,492
YouTube Kids,ENTERTAINMENT,3.1,470089,Varies with device,"50,000,000+",Free,0,Everyone,Entertainment;Music & Video,03-Aug-18,3.43.3,4.1 and up,493
YouTube Kids,FAMILY,3.5,470694,Varies with device,"50,000,000+",Free,0,Everyone,Entertainment;Music & Video,03-Aug-18,3.43.3,4.1 and up,494
YouTube Kids,FAMILY,3.2,470713,Varies with device,"50,000,000+",Free,0,Everyone,Entertainment;Music & Video,03-Aug-18,3.43.3,4.1 and up,495
30 Day Fitness Challenge - Workout at Home,HEALTH_AND_FITNESS,4.8,471036,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,03-Aug-18,Varies with device,4.0 and up,496
Block! Hexa Puzzle™,FAMILY,3.5,472247,Varies with device,"50,000,000+",Free,0,Everyone,Puzzle,31-Jul-18,1.5.10,4.1 and up,497
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91M,"10,000,000+",Free,0,Everyone,Simulation;Action & Adventure,02-Aug-18,3.2.0h,4.0.3 and up,498
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91M,"10,000,000+",Free,0,Everyone,Simulation;Action & Adventure,02-Aug-18,3.2.0h,4.0.3 and up,499
Color Flashlight,TOOLS,4.2,472904,Varies with device,"50,000,000+",Free,0,Everyone,Tools,14-Dec-17,Varies with device,Varies with device,500
Solo Locker (DIY Locker),TOOLS,3.7,474439,7.9M,"10,000,000+",Free,0,Everyone,Tools,26-Jun-18,6.1.7.5,4.2 and up,501
Crusaders Quest,FAMILY,3.8,475020,69M,"5,000,000+",Free,0,Ten_Plus,Role Playing,26-Jul-18,4.7.0.KG,4.1 and up,502
Dr. Parking 4,GAME,3.6,475369,13M,"50,000,000+",Free,0,Everyone,Racing,06-Mar-18,1.14,4.0.3 and up,503
Planet of Cubes Survival Craft,FAMILY,3.9,475944,35M,"10,000,000+",Free,0,Everyone,Simulation,26-Jun-18,4.5.4,4.1 and up,504
Photo Studio,PHOTOGRAPHY,4.2,477831,51M,"10,000,000+",Free,0,Everyone,Photography,28-Jul-18,2.0.17.9,4.0 and up,505
News Republic,NEWS_AND_MAGAZINES,4.3,479594,18M,"10,000,000+",Free,0,Teen,News & Magazines,28-Jul-18,9.2.3,4.0 and up,506
Periscope - Live Video,SOCIAL,4,479908,15M,"10,000,000+",Free,0,Mature,Social,09-Jul-18,1.23.3.0,4.4 and up,507
Periscope - Live Video,SOCIAL,4,479909,15M,"10,000,000+",Free,0,Mature,Social,09-Jul-18,1.23.3.0,4.4 and up,508
Periscope - Live Video,SOCIAL,4,479939,15M,"10,000,000+",Free,0,Mature,Social,09-Jul-18,1.23.3.0,4.4 and up,509
Samsung Health,HEALTH_AND_FITNESS,4.3,480208,70M,"500,000,000+",Free,0,Everyone,Health & Fitness,31-Jul-18,5.17.2.009,5.0 and up,510
Microsoft OneNote,PRODUCTIVITY,3.8,480638,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,22-Jul-18,16.0.10325.20024,4.4 and up,511
Microsoft OneNote,PRODUCTIVITY,3.1,480640,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,22-Jul-18,16.0.10325.20024,4.4 and up,512
Microsoft OneNote,PRODUCTIVITY,3.9,480643,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,22-Jul-18,16.0.10325.20024,4.4 and up,513
Skyscanner,TRAVEL_AND_LOCAL,3.5,481545,29M,"10,000,000+",Free,0,Everyone,Travel & Local,06-Aug-18,5.48,4.4 and up,514
Skyscanner,TRAVEL_AND_LOCAL,3.6,481546,29M,"10,000,000+",Free,0,Everyone,Travel & Local,06-Aug-18,5.48,4.4 and up,515
Skyscanner,TRAVEL_AND_LOCAL,3.6,481546,29M,"10,000,000+",Free,0,Everyone,Travel & Local,06-Aug-18,5.48,4.4 and up,516
Skyscanner,TRAVEL_AND_LOCAL,3.7,481546,29M,"10,000,000+",Free,0,Everyone,Travel & Local,06-Aug-18,5.48,4.4 and up,517
Skyscanner,TRAVEL_AND_LOCAL,3.5,481546,29M,"10,000,000+",Free,0,Everyone,Travel & Local,06-Aug-18,5.48,4.4 and up,518
T-Mobile,TOOLS,4.3,482630,Varies with device,"10,000,000+",Free,0,Everyone,Tools,03-Aug-18,Varies with device,Varies with device,519
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,3.1,483565,20M,"10,000,000+",Free,0,Everyone,Communication,29-Jul-18,1.286,4.1 and up,520
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,3.9,483782,20M,"10,000,000+",Free,0,Everyone,Communication,29-Jul-18,1.286,4.1 and up,521
Foursquare City Guide,FOOD_AND_DRINK,2.9,483960,Varies with device,"10,000,000+",Free,0,Teen,Food & Drink,23-Jul-18,Varies with device,Varies with device,522
Hair Salon - Fun Games,FAMILY,3.8,484226,27M,"50,000,000+",Free,0,Teen,Casual,15-Jun-18,3.0.10,4.0 and up,523
Final Fantasy XV: A New Empire,FAMILY,4,484858,Varies with device,"10,000,000+",Free,0,Ten_Plus,Strategy,15-Jun-18,3.30.4.83,4.1 and up,524
Final Fantasy XV: A New Empire,GAME,4,484981,Varies with device,"10,000,000+",Free,0,Ten_Plus,Strategy,15-Jun-18,3.30.4.83,4.1 and up,525
Wallpapers HD,PERSONALIZATION,4.6,484981,2.1M,"10,000,000+",Free,0,Everyone,Personalization,28-Nov-16,1.7.1,3.0 and up,526
"Tagged - Meet, Chat & Dating",SOCIAL,1.9,486824,Varies with device,"10,000,000+",Free,0,Mature,Social,21-Jun-18,Varies with device,Varies with device,527
"Tagged - Meet, Chat & Dating",SOCIAL,2.3,486830,Varies with device,"10,000,000+",Free,0,Mature,Social,21-Jun-18,Varies with device,Varies with device,528
Battle of Zombies: Clans War,FAMILY,2,488039,58M,"10,000,000+",Free,0,Teen,Strategy,15-Nov-17,1.0.175,2.3.3 and up,529
Ringtone Maker,PERSONALIZATION,4.3,495748,Varies with device,"50,000,000+",Free,0,Everyone,Personalization,29-Jul-18,Varies with device,Varies with device,530
Ringtone Maker,PERSONALIZATION,4.3,495905,Varies with device,"50,000,000+",Free,0,Everyone,Personalization,29-Jul-18,Varies with device,Varies with device,531
QR Code Reader,TOOLS,4,495971,2.7M,"50,000,000+",Free,0,Everyone,Tools,16-Mar-16,2.3,2.3.3 and up,532
Google Sheets,PRODUCTIVITY,4.3,496397,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,06-Aug-18,Varies with device,Varies with device,533
Google Sheets,PRODUCTIVITY,4.3,496399,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,06-Aug-18,Varies with device,Varies with device,534
Quran for Android,BOOKS_AND_REFERENCE,4.7,497826,Varies with device,"10,000,000+",Free,0,Everyone,Books & Reference,30-May-18,Varies with device,Varies with device,535
APUS File Manager (Explorer),TOOLS,2.5,498894,10M,"50,000,000+",Free,0,Everyone,Tools,02-Aug-18,2.8.9.1004,4.0.3 and up,536
Eyes - The Scary Horror Game Adventure,GAME,3,499483,99M,"10,000,000+",Free,0,Teen,Adventure,02-Aug-18,5.6.14,4.1 and up,537
Runkeeper - GPS Track Run Walk,HEALTH_AND_FITNESS,3.5,501144,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,16-Jul-18,Varies with device,Varies with device,538
Runkeeper - GPS Track Run Walk,HEALTH_AND_FITNESS,3.8,501144,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,16-Jul-18,Varies with device,Varies with device,539
IMDb Movies & TV,ENTERTAINMENT,4.2,501497,12M,"100,000,000+",Free,0,Teen,Entertainment,26-Jul-18,Varies with device,Varies with device,540
IMDb Movies & TV,ENTERTAINMENT,4.2,501498,12M,"100,000,000+",Free,0,Teen,Entertainment,26-Jul-18,Varies with device,Varies with device,541
IMDb Movies & TV,ENTERTAINMENT,4.2,501498,12M,"100,000,000+",Free,0,Teen,Entertainment,26-Jul-18,Varies with device,Varies with device,542
iFunny :),FAMILY,3.3,503757,Varies with device,"10,000,000+",Free,0,Mature,Entertainment,02-Aug-18,Varies with device,Varies with device,543
Injustice 2,GAME,4.3,504765,36M,"5,000,000+",Free,0,Teen,Action,30-Jul-18,2.4.1,4.4 and up,544
MiniMovie - Free Video and Slideshow Editor,VIDEO_PLAYERS,3.7,504823,Varies with device,"50,000,000+",Free,0,Everyone,Video Players & Editors,13-Dec-17,Varies with device,Varies with device,545
Galaxy Attack: Alien Shooter,GAME,4.6,506275,Varies with device,"10,000,000+",Free,0,Everyone,Arcade,01-Aug-18,5.66,4.1 and up,546
Galaxy Attack: Alien Shooter,GAME,4.6,506275,Varies with device,"10,000,000+",Free,0,Everyone,Arcade,01-Aug-18,5.66,4.1 and up,547
